0;0.114652;0.044589;0.176356;0.0147058;-0.152882;-0.0191578;0.00822227;-0.26744;0.122681;0.13001;0.259278;0.0248071;0.20212;0.0689361;-0.0241417;0.191246;-0.00203646;-0.0137844;0.141994;-0.0407412;-0.146646;0.144653;-0.00956968;0.0481682;-0.0352469;0.253836;-0.191997;-0.0591976;-0.0139124;0.109653;0.185573;0.22312;-0.0443852;0.0092382;-0.0097215;0.0994504;-0.355777;-0.0351941;0.0206365;-0.309276
1;-0.108409;0.143166;0.0064114;0.118021;0.310462;0.164066;0.131334;0.0692514;0.0298293;0.205361;0.107293;-0.00177633;0.0636834;-0.112036;-0.0989403;0.212701;0.198481;-0.252912;-0.0856812;0.108137;-0.0546568;0.071001;0.0427775;0.000564796;-0.0850833;0.0283481;0.0454294;-0.169141;-0.0549897;-0.296597;-0.190554;-0.0215514;-0.241578;-0.232253;0.202072;-0.0514379;0.00449758;0.0138749;0.126004;0.0146929
2;-0.149704;0.25673;0.355464;0.208719;-0.0629958;-0.0369208;-0.0171076;0.15811;0.005227;-0.151549;0.0861714;0.0510583;0.0621595;0.0590042;0.0878817;0.189496;-0.143664;-0.120568;0.0405494;0.104217;-0.164845;-0.115566;0.0934561;0.263436;-0.27418;0.10289;0.334412;-0.0923419;-0.0799367;-0.176681;0.0610613;-0.0593704;0.00709566;-0.0591548;-0.0457331;-0.106848;0.0509271;-0.0704933;0.0618917;-0.0264554
3;0.139236;0.310387;-0.0872393;0.16986;-0.158435;-0.475314;0.089925;0.200258;0.151279;0.0182918;0.0900507;0.0437437;-0.028966;0.178451;-0.093408;-0.128696;-0.0412889;-0.0280917;-0.00961728;-0.134531;-0.0348068;-0.137506;-0.00545586;0.0531806;-0.230737;0.120072;-0.12187;-0.132187;-0.0157616;0.0248131;0.132174;-0.180898;0.0102743;-0.0215969;0.088413;0.103862;0.262187;-0.0479586;-0.108934;0.136801
4;-0.210366;0.145855;0.245215;0.0218193;0.0383551;0.141849;-0.0667089;0.0955919;-0.194546;-0.0373029;0.360136;-0.155705;-0.195877;0.0979273;0.419795;-0.0153462;-0.0431338;0.00457518;-0.126314;-0.0455175;0.0986537;-0.0924828;-0.127277;-0.0446146;-0.103248;0.0212058;0.112035;-0.163223;-0.0930676;-0.0815083;0.0453009;-0.047436;0.198375;0.0226911;-0.185451;-0.0966309;-0.00659218;0.0807685;-0.127898;-0.16619
5;-0.0076407;0.172268;0.136774;-0.0550616;-0.0327051;-0.103918;0.0697936;0.0441367;0.0798735;-0.0537136;0.212569;-0.127294;0.0692342;-0.0505199;0.0611917;0.10283;0.222721;-0.315082;0.084691;-0.0440679;0.243204;-0.118636;0.0279733;-0.12999;0.0103054;0.0816457;0.163985;0.138142;-0.25491;-0.0116749;0.00521937;-0.0427458;0.0411119;-0.199762;-0.0293703;0.0447784;0.111441;0.147557;0.293448;0.0566268
6;0.284462;-0.0782853;0.0820514;-0.271762;-0.112714;-0.179871;0.0269233;-0.181907;-0.229097;0.220849;0.0769078;-0.0246417;0.259143;0.100118;0.0847732;-0.0729395;0.106667;0.139515;0.2045;-0.0452378;-0.0916252;0.0287768;-0.0295639;-0.145107;0.173943;-0.0327716;-0.103717;0.0228;0.155325;0.075008;0.053126;-0.0828543;-0.0367345;-0.117368;-0.0747875;0.002423;-0.222023;0.147766;-0.141;-0.0621644
7;0.150014;-0.179255;-0.032227;-0.427584;-0.067175;0.114939;0.230512;-0.166968;-0.20263;-0.0200705;0.0573366;-0.190964;0.264085;-0.0323696;0.0255475;0.0779769;0.0984631;-0.00356174;-0.0548367;0.0328908;-0.0303861;0.207023;0.14935;-0.173391;0.0349522;-0.0459931;0.0147554;0.113325;0.0650803;-0.0106144;0.0744064;-0.170631;-0.0617705;0.133175;0.188574;-0.105427;0.0607933;0.0583782;0.115207;0.0711838
8;0.13101;0.0983259;0.155904;-0.0602883;0.189793;-0.048072;0.146644;-0.0389045;0.195513;-0.0513675;0.137387;0.302162;-0.153462;0.0688055;-0.102928;0.046248;0.121336;-0.0977725;0.274324;-0.0541414;0.0942525;-0.047787;-0.195486;0.145714;0.116519;-0.0711663;0.0203035;-0.0143903;-0.0686134;0.329555;0.0690246;0.134851;0.0491937;-0.119979;0.00147155;-0.0562904;0.0227439;0.235039;0.260479;0.13578
9;-0.00952814;0.222523;0.119228;0.185956;0.154664;-0.0083272;0.102711;0.13815;-0.146333;-0.153303;0.0473999;-0.00902763;0.434408;0.185309;-0.261433;-0.0913044;-0.033818;-0.171946;-0.107956;-0.0344448;0.0275891;0.173453;-0.112796;0.219374;0.0637256;-0.0363133;0.181778;-0.17961;-0.00209466;0.1289;0.11178;-0.0759163;0.127533;0.0917897;0.0670974;-0.147716;0.149501;-0.0109956;0.224257;0.0848022
