0.00825186;-0.104375;-0.27147;0.0529422;-0.103391;-0.17719;0.0365306;0.0963313;0.211381;0.0506007;-0.0483427;0.175964;0.0990664;0.0848814;0.00946285;0.0058949;0.122874;0.307753;-0.0746838;0.169683;0.19133;-0.460292;0.349081;-0.00311305;0.0572781;-0.091487;-0.24974;0.0417382;-0.0454148;0.173752;0.0082391;0.0382568;-0.190972;-0.040338;0.0922106;0.18884;-0.000146324;-0.147476;-0.0944523;-0.158592;36
-0.0264978;-0.113843;-0.274475;-0.0223825;-0.0126889;-0.0890373;-0.10586;0.0563207;0.207466;-0.00953637;-0.118597;0.0442295;0.123144;-0.0964073;0.274523;-0.105715;0.135753;0.315221;-0.0323002;0.0567949;0.116777;-0.39818;0.298493;0.0450643;-0.0362566;-0.0794887;-0.195224;0.210491;-0.0949313;0.189691;-0.0339599;0.121669;-0.113586;-0.0654108;0.248395;0.191005;0.00464916;-0.142056;-0.143434;-0.159265;36
-0.0896959;-0.15352;-0.270155;-0.00697392;0.0173214;-0.164488;-0.0432908;0.0531459;0.201379;-0.00163082;-0.0955732;0.091175;0.0748191;-0.0155191;0.230724;0.0355472;0.142094;0.339601;-0.065325;0.0801614;0.158194;-0.400069;0.359139;-0.0119977;-0.0550596;-0.0929028;-0.217299;0.121219;-0.0791948;0.207593;-0.00297774;0.105094;-0.134134;-0.0344451;0.169754;0.174682;-0.0306466;-0.120114;-0.0937405;-0.218824;36
-0.0165444;-0.174625;-0.249898;0.05256;-0.0373948;-0.114544;0.0240982;0.0635658;0.224517;0.0568627;-0.108513;0.149598;0.0831567;0.0464356;0.0457448;-0.0108359;0.182129;0.31653;0.00597657;0.14874;0.222402;-0.360612;0.321968;0.0504597;0.0175297;-0.104541;-0.29184;0.0794536;-0.0704654;0.222124;-0.0528375;0.0800061;-0.206258;-0.0333977;0.149923;0.184948;-0.0376246;-0.145195;-0.144903;-0.18579;36
-0.0572302;-0.191995;-0.231616;-0.0419602;-0.0257718;-0.114588;-0.0117779;0.0826957;0.259551;0.0436025;-0.15502;0.19637;0.109749;0.0855918;0.0868134;0.00820054;0.126447;0.308065;-0.0546219;0.209354;0.230759;-0.314959;0.336649;0.0368157;0.0187335;-0.0628613;-0.240909;0.090584;-0.109095;0.235868;-0.0940774;-0.0244214;-0.178421;0.00363098;0.123228;0.129458;-0.0289123;-0.13138;-0.135306;-0.228655;36
-0.217189;-0.136729;0.0438149;0.0173965;0.0619982;0.0547177;-0.18968;0.0251386;-0.215918;0.201336;-0.381796;-0.0796034;-0.264737;-0.206934;0.0993777;0.17811;-0.103341;0.119261;-0.242472;-0.222953;0.0965531;0.047107;-0.174536;-0.111661;-0.121062;-0.0742486;-0.00887644;0.162879;-0.281561;-0.0576071;0.0207404;0.283617;-0.103287;0.0410092;-0.0347952;0.11584;0.0235763;-0.218205;-0.0878986;0.117057;49
-0.173915;-0.18062;0.106373;-0.00911129;0.114839;-0.0126409;-0.203296;-0.0274308;-0.186761;0.119243;-0.400867;-0.114565;-0.20888;-0.289218;0.0777019;0.130844;-0.105305;0.0986184;-0.205762;-0.190247;0.02737;0.075513;-0.181199;-0.212348;-0.0919666;-0.0831844;0.0404277;0.0985662;-0.247483;-0.00796724;0.00665039;0.392168;-0.0191563;0.0427496;-0.0220089;0.155743;0.0369322;-0.109397;-0.0595799;0.165925;49
-0.166785;-0.165519;0.127515;-0.0194233;0.0853336;0.0867743;-0.242559;-0.0304703;-0.139957;0.139977;-0.394337;-0.0387892;-0.180527;-0.27377;0.0121988;0.118697;-0.0819838;0.120875;-0.220291;-0.144582;0.0368872;0.0564332;-0.222932;-0.197274;-0.128424;-0.0510765;0.0119441;0.139079;-0.265979;-0.0573326;0.0686429;0.430108;-0.0933038;0.0486993;-0.0397014;0.103559;-0.0545253;-0.140241;0.0182591;0.0548301;49
-0.13504;-0.17511;0.140651;-0.0432436;0.145078;0.0381574;-0.209328;-0.0191489;-0.177843;0.0874962;-0.444734;-0.101514;-0.190971;-0.266158;0.0497317;0.11948;-0.0310909;0.118602;-0.176093;-0.208585;0.0274535;0.0270903;-0.233646;-0.196295;-0.0358175;-0.0997414;-0.0113719;0.126835;-0.2173;-0.0586199;0.0766006;0.411031;-0.065649;0.0424004;-0.0129838;0.112558;-0.0038011;-0.121869;-0.0164308;0.142004;49
-0.123232;-0.149119;0.128649;-0.0660298;0.140504;0.0955493;-0.227893;-0.0212763;-0.144995;0.102272;-0.37728;-0.0498249;-0.126696;-0.314593;0.0565154;0.151536;-0.120979;0.172141;-0.222798;-0.167427;-0.0104285;0.0507154;-0.209137;-0.176414;-0.0226334;-0.0952429;-0.00242281;0.103954;-0.241969;-0.00423115;0.0466281;0.433239;-0.101408;0.0468929;-0.000427612;0.0828091;-0.0219371;-0.17919;0.0214813;0.149063;49
0.207966;-0.273339;0.10511;0.0163071;0.0256661;0.281473;0.0407347;-0.360878;0.135923;-0.104496;-0.124778;0.0424255;0.038583;0.125843;-0.199591;-0.0142149;0.189358;0.0471444;-0.110596;-0.0120422;0.312465;0.163414;-0.0672804;-0.0419451;0.132492;0.0201788;-0.132933;0.0170989;0.0945907;-0.187228;-0.128638;-0.00322438;-0.436934;0.0193201;0.154;-0.0895809;0.00721612;0.0186209;-0.099897;0.209398;43
0.185543;-0.329649;0.0927871;0.0119916;-0.0249343;0.201605;-0.00132794;-0.2294;0.140622;-0.0913853;-0.182157;-0.0269605;-0.0970704;0.0945151;-0.226761;0.0531559;0.219512;0.126854;-0.0907163;-0.0400388;0.271669;0.00633693;-0.0945801;-0.124115;0.0770556;0.101408;-0.120223;0.0631257;0.0345588;-0.26424;-0.207025;0.00494299;-0.461498;0.0508507;-0.00462386;-0.121015;0.0105238;-0.0589689;-0.116201;0.226796;43
0.134508;-0.287924;0.160238;-0.0129243;0.0433886;0.269425;0.0391319;-0.286993;0.14183;-0.107815;-0.125028;-0.0314594;-0.0506986;0.0210364;-0.225629;0.125915;0.208561;0.039158;-0.080332;0.0232166;0.291314;0.108817;-0.108523;-0.0481067;0.140255;0.0595855;-0.0835714;0.0735879;0.0194662;-0.265631;-0.179708;-0.0852979;-0.462223;-0.0148229;0.0635742;-0.116983;-0.0055117;0.0338438;-0.116162;0.203571;43
