0.196032;-0.408012;0.368765;-0.0941838;0.117286;0.287048;0.0804855;-0.0604226;0.0103239;-0.273299;-0.175582;0.062902;-0.0812512;0.162009;-0.0710693;-0.0490925;0.086148;-0.218934;0.1945;0.14275;-0.0660808;0.0834638;-0.00336347;0.188943;0.0498353;-0.157158;0.016275;-0.105696;0.131462;-0.0729866;-0.0161088;0.0437953;-0.101212;0.0402547;0.109535;-0.0239788;0.0268658;-0.0680935;0.0238884;0.0430768;0.00316444;0.00488206;0.0468923;-0.0662931;-0.199732;0.113153;-0.0576475;-0.0578464;-0.104295;0.00115245;0.0288482;-0.0526832;-0.0382188;0.0367257;-0.0989777;-0.134761;-0.041569;-0.00755674;-0.0352201;0.0385931;0.0675827;-0.0297736;-0.0841185;0.0227049;-0.00549802;0.0309098;0.0748546;-0.0328687;-0.035224;-0.0106666;0
0.196032;-0.408012;0.368765;-0.0941838;0.117286;0.287048;0.0804855;-0.0604226;0.0103239;-0.273299;-0.175582;0.062902;-0.0812512;0.162009;-0.0710693;-0.0490925;0.086148;-0.218934;0.1945;0.14275;-0.0660808;0.0834638;-0.00336347;0.188943;0.0498353;-0.157158;0.016275;-0.105696;0.131462;-0.0729866;-0.0161088;0.0437953;-0.101212;0.0402547;0.109535;-0.0239788;0.0268658;-0.0680935;0.0238884;0.0430768;0.00316444;0.00488206;0.0468923;-0.0662931;-0.199732;0.113153;-0.0576475;-0.0578464;-0.104295;0.00115245;0.0288482;-0.0526832;-0.0382188;0.0367257;-0.0989777;-0.134761;-0.041569;-0.00755674;-0.0352201;0.0385931;0.0675827;-0.0297736;-0.0841185;0.0227049;-0.00549802;0.0309098;0.0748546;-0.0328687;-0.035224;-0.0106666;0
0.195947;-0.40799;0.3689;-0.0940536;0.117391;0.286866;0.080474;-0.0604546;0.0102237;-0.273245;-0.175687;0.0631178;-0.0811732;0.162237;-0.0712447;-0.0491901;0.0857019;-0.219126;0.194532;0.142745;-0.0663177;0.0836402;-0.00325542;0.188754;0.0494859;-0.157258;0.0162709;-0.105554;0.131306;-0.0728717;-0.0159512;0.0436549;-0.101107;0.0401072;0.109759;-0.0240631;0.0267116;-0.0677143;0.0237667;0.0433015;0.00314308;0.00518386;0.0469027;-0.0665453;-0.199677;0.113299;-0.0575693;-0.0576972;-0.10426;0.000907743;0.0285552;-0.0527406;-0.0385325;0.0366599;-0.0985643;-0.134958;-0.0413147;-0.0076558;-0.0349801;0.0386575;0.067647;-0.0299614;-0.0843441;0.0227986;-0.00576318;0.0309976;0.0750349;-0.0328446;-0.0351279;-0.0107759;0
0.195894;-0.408096;0.368937;-0.0944689;0.116909;0.287066;0.0805769;-0.0602761;0.010077;-0.273035;-0.175533;0.062558;-0.0814597;0.162073;-0.0711777;-0.049428;0.0860642;-0.218894;0.194459;0.142725;-0.0657921;0.0832764;-0.00334171;0.188955;0.0498778;-0.156942;0.0163208;-0.105944;0.131558;-0.0730064;-0.016174;0.0438221;-0.101126;0.0401287;0.109218;-0.0240055;0.0264329;-0.0684021;0.0240732;0.0428587;0.00331984;0.00522369;0.0471867;-0.0663161;-0.199933;0.112762;-0.057886;-0.0579488;-0.104575;0.00132682;0.0286714;-0.0526135;-0.0381729;0.0371454;-0.0987979;-0.135335;-0.0417909;-0.00705292;-0.0353199;0.0384316;0.0675747;-0.0294213;-0.0840496;0.0221853;-0.0056374;0.0307979;0.0747531;-0.0328788;-0.0352007;-0.0103338;0
0.195948;-0.408069;0.368874;-0.0943152;0.117085;0.287046;0.0805039;-0.0603254;0.0101846;-0.273174;-0.175577;0.0627171;-0.0813616;0.162027;-0.0711319;-0.0492914;0.0860902;-0.218881;0.194453;0.142753;-0.0659415;0.083338;-0.00339823;0.188919;0.0498482;-0.157066;0.0163757;-0.105849;0.131521;-0.0729479;-0.0161783;0.0438319;-0.1012;0.0401481;0.109361;-0.0240292;0.0266111;-0.0683175;0.0240389;0.042918;0.00329756;0.00513895;0.0470951;-0.066361;-0.199825;0.112806;-0.0577321;-0.0579462;-0.104548;0.00122532;0.0287427;-0.0526191;-0.0382882;0.0370585;-0.0988641;-0.135153;-0.0416963;-0.00715042;-0.0352974;0.0385007;0.0675509;-0.0295428;-0.0840085;0.0222492;-0.00558631;0.0309286;0.0747667;-0.0328468;-0.0352508;-0.0103804;0
0.196026;-0.407988;0.369414;-0.0933319;0.116258;0.287582;0.0796448;-0.0615518;0.0109635;-0.272939;-0.175507;0.062959;-0.0814675;0.161608;-0.0701591;-0.048452;0.086358;-0.218761;0.194147;0.143022;-0.0667777;0.0837793;-0.00326061;0.189318;0.0502765;-0.156824;0.0157612;-0.10476;0.131992;-0.0728757;-0.0145252;0.0451825;-0.101094;0.0405358;0.108791;-0.0248225;0.0276679;-0.0681912;0.0237544;0.0418572;0.00411285;0.00435248;0.046245;-0.0676967;-0.199637;0.114388;-0.058979;-0.056275;-0.103836;0.00165667;0.0305259;-0.0512409;-0.0368698;0.039255;-0.0990682;-0.134743;-0.0424926;-0.00769874;-0.0345033;0.0379316;0.0659918;-0.0289142;-0.0838603;0.022482;-0.00568244;0.0339044;0.0743921;-0.031493;-0.0373389;-0.011641;0
0.193794;-0.409031;0.367767;-0.0952249;0.121005;0.290358;0.0812036;-0.0601489;0.0150195;-0.27278;-0.174592;0.0637233;-0.0750797;0.17213;-0.0630809;-0.0501015;0.0888908;-0.217732;0.192419;0.151636;-0.0612514;0.0835972;-0.010413;0.194881;0.0541792;-0.158132;0.02188;-0.100013;0.12767;-0.0766317;-0.0211506;0.0370314;-0.111575;0.0276809;0.104664;-0.0156413;0.0244322;-0.0731158;0.0198969;0.0366474;0.000717184;0.0131851;0.036344;-0.0565384;-0.192299;0.119425;-0.0525494;-0.0579897;-0.103103;-0.00458685;0.0289555;-0.0478286;-0.0312362;0.0457013;-0.104231;-0.1318;-0.0395121;-0.00245806;-0.0260527;0.0359951;0.0655271;-0.0320335;-0.0813864;0.0369605;-0.00790772;0.0304031;0.0635414;-0.0336689;-0.0416028;-0.0135844;0
0.745372;-0.224699;0.1155;-0.113901;0.0571837;0.249408;0.0819999;-0.000640544;-0.0921403;-0.201767;-0.0305939;0.0380456;-0.0694484;0.146701;-0.102218;0.0103596;0.030091;-0.136606;0.0652848;0.0903784;-0.0617824;0.118559;0.0605858;0.102915;0.126212;-0.0880045;0.00791785;-0.0849188;0.120305;-0.0713331;-0.00794512;-0.00393551;-0.0749606;-0.0557226;0.108438;-0.00312162;0.0462051;-0.0092624;0.00936164;-0.0264769;0.0334392;0.0875635;0.0571556;-0.0779391;-0.128703;0.0666016;-0.00098284;-0.0244167;-0.0204612;-0.0662784;-0.0124035;0.00331874;-0.0379869;0.00367774;-0.037667;-0.0827025;-0.0180911;-0.0278341;0.0226922;-0.0541525;0.0238436;0.000712174;-0.0213767;0.0395401;0.0162458;-0.0195272;-0.00439064;0.06654;0.00839345;-0.0446565;0
0.177356;0.0617381;0.420821;-0.0772108;0.0542371;-0.0914271;-0.000386749;-0.249734;0.0526431;0.0317396;-0.353986;0.0609059;0.238317;-0.18945;0.107336;0.120326;0.13393;-0.124101;0.165349;-0.0120133;0.14401;-0.157552;-0.0769536;0.100241;0.115273;-0.234766;0.0438451;-0.0949563;-0.149673;0.0501009;0.0162613;0.16602;0.0541779;-0.0805444;0.117378;0.0143912;-0.0154481;-0.0586836;0.0031141;-0.00819487;-0.0575786;0.0595498;0.0159965;0.0818225;-0.113997;-0.00809447;0.100611;-0.0729512;0.0466332;-0.0612615;-0.0941377;-0.0221491;-0.0185533;0.0921855;0.005121;0.0949651;-0.0176311;0.128996;0.0217749;-0.0988269;0.0990134;-0.0541237;0.056624;-0.0337555;-0.140749;0.0856039;0.0740759;0.0867532;0.0108239;-0.122093;1
0.177356;0.0617381;0.420821;-0.0772108;0.0542371;-0.0914271;-0.000386749;-0.249734;0.0526431;0.0317396;-0.353986;0.0609059;0.238317;-0.18945;0.107336;0.120326;0.13393;-0.124101;0.165349;-0.0120133;0.14401;-0.157552;-0.0769536;0.100241;0.115273;-0.234766;0.0438451;-0.0949563;-0.149673;0.0501009;0.0162613;0.16602;0.0541779;-0.0805444;0.117378;0.0143912;-0.0154481;-0.0586836;0.0031141;-0.00819487;-0.0575786;0.0595498;0.0159965;0.0818225;-0.113997;-0.00809447;0.100611;-0.0729512;0.0466332;-0.0612615;-0.0941377;-0.0221491;-0.0185533;0.0921855;0.005121;0.0949651;-0.0176311;0.128996;0.0217749;-0.0988269;0.0990134;-0.0541237;0.056624;-0.0337555;-0.140749;0.0856039;0.0740759;0.0867532;0.0108239;-0.122093;1
